UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel
1,72,Female,HTC Vive,28.958447347262556,10,5
2,70,Female,Oculus Rift,20.54959197492102,10,5
3,46,Male,HTC Vive,15.649072189533628,8,5
4,79,Male,HTC Vive,33.41124177472636,8,5
5,51,Male,PlayStation VR,24.887755391123108,10,5
6,78,Female,HTC Vive,46.29950605249293,8,5
7,38,Male,Oculus Rift,44.705042301061795,10,5
8,98,Female,PlayStation VR,50.02924879475911,10,5
9,43,Female,PlayStation VR,56.00154064368181,10,5
10,49,Female,Oculus Rift,34.61218991291274,10,5
11,81,Female,HTC Vive,35.71859858555931,8,5
12,76,Female,Oculus Rift,51.58496652371394,8,5
13,55,Female,HTC Vive,47.81582711442868,9,5
14,37,Female,HTC Vive,51.643640966212516,10,5
15,45,Female,PlayStation VR,39.58171961726285,8,5
16,85,Male,Oculus Rift,15.001382712207434,10,5
17,52,Female,PlayStation VR,22.40708970989065,8,5
18,61,Male,Oculus Rift,13.590399613654142,9,5
19,93,Female,Oculus Rift,37.32567179364164,9,5
20,66,Female,Oculus Rift,18.802939305040425,10,5
21,63,Female,Oculus Rift,42.098077566551055,8,5
22,69,Male,PlayStation VR,14.05916380272973,9,5
23,71,Female,PlayStation VR,30.89601028565155,9,5
24,56,Female,Oculus Rift,46.69272587814357,8,5
25,97,Male,Oculus Rift,54.30607900677633,10,5
26,72,Female,HTC Vive,20.612059850055346,9,5
27,47,Female,Oculus Rift,53.959338494734865,9,5
28,60,Female,Oculus Rift,43.29267460041584,10,5
29,67,Female,HTC Vive,55.50883833759532,8,5
30,94,Female,PlayStation VR,20.08114940796039,10,5
31,39,Male,Oculus Rift,44.61605249756716,8,5
32,74,Female,HTC Vive,43.308395210238565,8,5
33,82,Male,Oculus Rift,23.37216893489252,10,5
34,39,Female,PlayStation VR,18.43643329379456,9,5
35,85,Female,Oculus Rift,57.57294191438681,9,5
36,84,Female,HTC Vive,19.759271966447834,8,5
37,99,Male,HTC Vive,54.245692138864165,8,5
38,86,Male,Oculus Rift,59.07695761476652,8,5
39,57,Male,PlayStation VR,49.39279995210808,9,5
40,38,Male,Oculus Rift,21.12497947520894,8,5
41,97,Female,Oculus Rift,40.813408447788866,8,5
42,100,Male,HTC Vive,58.865513968273845,10,5
43,55,Female,HTC Vive,40.85087296565992,8,5
44,43,Male,HTC Vive,48.63331849721132,8,5
45,53,Male,PlayStation VR,36.57687531646284,9,5
46,79,Female,PlayStation VR,36.99732732560521,9,5
47,81,Female,Oculus Rift,49.9203110228369,8,5
48,74,Male,PlayStation VR,26.879214959964635,9,5
49,86,Female,HTC Vive,22.52181202766875,10,5
50,91,Female,PlayStation VR,18.1108119125045,8,5
51,69,Female,PlayStation VR,18.195337661058357,10,5
52,63,Female,Oculus Rift,32.924620043586344,8,5
53,67,Female,Oculus Rift,50.80869510528985,8,5
54,55,Female,PlayStation VR,30.630183026688265,10,5
55,63,Female,Oculus Rift,20.27250711911112,10,5
56,79,Male,Oculus Rift,57.21021423968221,8,5
57,43,Female,Oculus Rift,33.43092092490096,8,5
58,53,Male,PlayStation VR,17.673044649467187,8,5
59,66,Male,Oculus Rift,33.28126553653676,9,5
60,84,Female,PlayStation VR,38.38968551598743,10,5
61,86,Male,HTC Vive,36.74352956690786,10,5
62,58,Female,PlayStation VR,44.168682021703724,10,5
63,64,Male,Oculus Rift,31.924766809268384,8,5
64,73,Female,PlayStation VR,48.00652707283022,8,5
65,75,Female,HTC Vive,15.645126783830987,9,5
66,54,Male,HTC Vive,22.005570302534352,9,5
67,79,Female,PlayStation VR,26.32949659651537,9,5
68,69,Male,HTC Vive,51.43731390513193,9,5
69,44,Male,PlayStation VR,18.273873487392528,8,5
70,43,Female,PlayStation VR,21.938799559310375,9,5
71,82,Male,Oculus Rift,42.91422442982296,10,5
72,84,Female,HTC Vive,16.00174111090221,8,5
73,56,Female,Oculus Rift,19.852092732456402,9,5
74,49,Female,HTC Vive,57.2382311690727,8,5
75,74,Male,PlayStation VR,18.676319318652702,9,5
76,48,Female,Oculus Rift,27.43323822191269,10,5
77,57,Female,Oculus Rift,56.42747891705932,10,5
78,83,Female,Oculus Rift,13.277153097013931,10,5
79,43,Male,PlayStation VR,27.325129246373585,9,5
80,90,Male,Oculus Rift,44.85489104555544,10,5
81,71,Male,HTC Vive,37.951486121851474,9,5
82,55,Male,Oculus Rift,46.918770944200574,9,5
83,40,Female,HTC Vive,15.15062112757423,8,5
84,68,Female,Oculus Rift,49.71984142790225,10,5
85,79,Female,PlayStation VR,52.79803687474742,9,5
86,78,Female,HTC Vive,40.58264199427382,9,5
87,98,Male,HTC Vive,51.82127669767776,8,5
88,85,Female,PlayStation VR,25.387201876155288,8,5
89,52,Male,Oculus Rift,48.72029319034852,10,5
90,78,Male,HTC Vive,41.81412134963875,9,5
91,67,Female,PlayStation VR,24.970081711901962,10,5
92,39,Male,Oculus Rift,56.67041001690827,9,5
93,99,Male,HTC Vive,35.466513468485324,8,5
94,72,Female,Oculus Rift,15.07585019553312,8,5
95,38,Male,PlayStation VR,51.90105235469506,8,5
96,51,Male,Oculus Rift,19.33418231742744,10,5
97,88,Male,HTC Vive,44.546146943559606,8,5
98,39,Female,PlayStation VR,52.508940910172875,10,5
99,70,Male,HTC Vive,44.713911214990574,10,5
100,93,Male,Oculus Rift,53.7453885833592,9,5
101,41,Male,PlayStation VR,32.24693261576058,8,5
102,91,Male,HTC Vive,13.930122060298048,8,5
103,71,Male,Oculus Rift,37.214203084503424,8,5
104,91,Male,PlayStation VR,39.21326678948928,8,5
105,70,Female,HTC Vive,30.442387063401597,8,5
106,79,Male,HTC Vive,29.883694328273116,9,5
107,91,Female,PlayStation VR,48.734575038980374,10,5
108,58,Female,HTC Vive,50.31452716506625,8,5
109,58,Male,HTC Vive,19.70068012084694,10,5
110,88,Male,HTC Vive,23.310088939168907,9,5
111,89,Male,PlayStation VR,26.810970177534124,9,5
112,69,Male,HTC Vive,18.20013167823281,8,5
113,82,Male,Oculus Rift,25.672701454342644,10,5
114,91,Female,Oculus Rift,44.69527467222974,8,5
115,91,Female,HTC Vive,36.82776535613065,8,5
116,82,Female,HTC Vive,13.925642801317212,8,5
117,52,Female,Oculus Rift,42.0762656139507,9,5
118,85,Female,Oculus Rift,17.267123871437065,10,5
119,62,Female,HTC Vive,47.89492797885918,8,5
120,54,Female,Oculus Rift,26.09263351899179,8,5
121,84,Male,PlayStation VR,56.1095477038741,8,5
122,87,Female,Oculus Rift,24.412334262145002,9,5
123,93,Female,HTC Vive,40.313352363104066,8,5
124,69,Male,PlayStation VR,50.467697397512424,10,5
125,100,Male,HTC Vive,31.06589435252865,8,5
126,87,Male,HTC Vive,45.89398978984062,10,5
127,81,Female,Oculus Rift,54.57483728855062,8,5
128,72,Female,HTC Vive,41.37881953192636,10,5
129,54,Female,PlayStation VR,24.647846614589554,8,5
130,91,Female,HTC Vive,28.178537113109215,8,5
131,77,Female,PlayStation VR,53.580054816611074,8,5
132,77,Male,HTC Vive,41.894354400586295,10,5
133,73,Female,HTC Vive,55.26931421833241,8,5
134,48,Female,Oculus Rift,59.97252318377474,9,5
135,91,Female,HTC Vive,16.67299247942553,10,5
136,45,Male,PlayStation VR,18.17359678726045,10,5
137,40,Female,HTC Vive,21.881058346759048,10,5
138,53,Female,PlayStation VR,57.97616438040082,10,5
139,64,Female,Oculus Rift,38.37200821529616,8,5
140,70,Female,Oculus Rift,37.46125311205008,9,5
141,70,Female,PlayStation VR,24.67964719911641,8,5
142,62,Male,HTC Vive,52.19631656063299,10,5
143,87,Female,HTC Vive,35.26520826473808,9,5
144,75,Female,Oculus Rift,31.506487666446766,9,5
145,46,Male,HTC Vive,40.28520252033698,10,5
146,58,Female,Oculus Rift,27.119131990380495,9,5
147,93,Male,PlayStation VR,23.41194555666288,8,5
148,52,Male,Oculus Rift,18.69427386210085,9,5
149,87,Male,PlayStation VR,23.85152204676858,9,5
150,40,Male,Oculus Rift,26.12045277612411,8,5
151,58,Female,PlayStation VR,34.933276960414794,10,5
152,82,Male,Oculus Rift,50.297836722748976,10,5
153,83,Male,HTC Vive,46.59043891015092,8,5
154,89,Male,Oculus Rift,21.904843409422476,9,5
155,56,Female,HTC Vive,27.20606914390209,10,5
156,84,Female,PlayStation VR,33.26436422635435,8,5
157,91,Female,HTC Vive,46.65068759909699,10,5
158,37,Female,HTC Vive,51.68148521376732,9,5
159,60,Male,PlayStation VR,50.89768288285201,9,5
160,92,Male,PlayStation VR,17.613809332102722,10,5
161,42,Female,PlayStation VR,40.343917187047765,8,5
162,86,Female,Oculus Rift,33.899624610976325,8,5
163,64,Female,PlayStation VR,58.95127100791029,8,5
164,93,Male,Oculus Rift,15.809060442954173,8,5
165,90,Male,Oculus Rift,18.40371215847102,10,5
166,49,Female,Oculus Rift,56.765409592169824,10,5
167,84,Male,HTC Vive,33.76975467003353,8,5
168,59,Male,Oculus Rift,33.61437983960108,10,5
169,62,Male,HTC Vive,42.69125289413013,10,5
170,64,Male,PlayStation VR,42.236986057053095,10,5
171,96,Male,HTC Vive,54.485122491608216,10,5
172,89,Female,Oculus Rift,19.73751526434884,10,5
173,69,Male,PlayStation VR,16.815078344046896,8,5
174,97,Male,HTC Vive,39.016277796948344,8,5
